"route_uid","route_id","has_sub_routes","operator_id","operator_name_zh","operator_name_en","authority_id","provider_id","sub_route_uid","sub_route_id","sub_route_name_zh","sub_route_name_en","headsign","headsign_en","direction","first_bus_time","last_bus_time","holiday_first_bus_time","holiday_last_bus_time","bus_route_type","route_name_zh","route_name_en","departure_stop_name_zh","departure_stop_name_en","destination_stop_name_zh","destination_stop_name_en","ticket_price_description_zh","ticket_price_description_en","fare_buffer_zone_description_zh","fare_buffer_zone_description_en","route_map_image_url","city","city_code","SrcUpdateTime","UpdateTime","InfoTime","InfoDate"
KHH100,"100",1,"10270",統聯客運,"United Highway Bus Co., Ltd.","009","009",KHH100,"100","100百貨幹線","100",瑞豐站－高雄火車站,,0,,,,,11,"100百貨幹線","100",瑞豐站,Rueifong Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH100,"100",1,"10270",統聯客運,"United Highway Bus Co., Ltd.","009","009",KHH100,"100","100百貨幹線","100",瑞豐站－高雄火車站,,1,,,,,11,"100百貨幹線","100",瑞豐站,Rueifong Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH11,"11",1,"10270",統聯客運,"United Highway Bus Co., Ltd.","009","009",KHH11,"11","11","11",瑞豐站－捷運鹽埕埔站,,0,,,,,11,"11","11",瑞豐站,Rueifong Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH11,"11",1,"10270",統聯客運,"United Highway Bus Co., Ltd.","009","009",KHH11,"11","11","11",瑞豐站－捷運鹽埕埔站,,1,,,,,11,"11","11",瑞豐站,Rueifong Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1111,"1111",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH1111,"1111",JOY公車H11A,Medical Shuttle Bus H11A,寶來－義大醫院－長庚醫院,,0,,,,,11,JOY公車H11A,Medical Shuttle Bus H11A,寶來7-11,Baolai 7-11,長庚醫院,Chang Gung Memorial Hospital,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1111,"1111",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH1111,"1111",JOY公車H11A,Medical Shuttle Bus H11A,寶來－義大醫院－長庚醫院,,1,,,,,11,JOY公車H11A,Medical Shuttle Bus H11A,寶來7-11,Baolai 7-11,長庚醫院,Chang Gung Memorial Hospital,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH112,"112",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH112,"112",JOY公車H12,Medical Shuttle Bus H12,桃源區－旗山南站－榮民總醫院－高雄醫學院,,0,,,,,11,JOY公車H12,Medical Shuttle Bus H12,桃源區公所,Taoyuan District Office,高醫,Kaohsiung  Medical University,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH112,"112",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH112,"112",JOY公車H12,Medical Shuttle Bus H12,桃源區－旗山南站－榮民總醫院－高雄醫學院,,1,,,,,11,JOY公車H12,Medical Shuttle Bus H12,桃源區公所,Taoyuan District Office,高醫,Kaohsiung  Medical University,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1121,"1121",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH1121,"1121",JOY公車H21區間(那瑪夏-甲仙站),Medical Shuttle Bus H21(Interval)(Namasia-Jiasian),那瑪夏區公所－甲仙站,,0,,,,,11,JOY公車H21區間(那瑪夏-甲仙站),Medical Shuttle Bus H21(Interval)(Namasia-Jiasian),那瑪夏區公所,Namasia District Office,甲仙站,Jiasian Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1121,"1121",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH1121,"1121",JOY公車H21區間(那瑪夏-甲仙站),Medical Shuttle Bus H21(Interval)(Namasia-Jiasian),那瑪夏區公所－甲仙站,,1,,,,,11,JOY公車H21區間(那瑪夏-甲仙站),Medical Shuttle Bus H21(Interval)(Namasia-Jiasian),那瑪夏區公所,Namasia District Office,甲仙站,Jiasian Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1122,"1122",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH1122,"1122",JOY公車H21區間(甲仙站-旗山),Medical Shuttle Bus H21(Interval)(Jiasian-Cishan),甲仙站 － 旗山轉運站,,0,,,,,11,JOY公車H21區間(甲仙站-旗山),Medical Shuttle Bus H21(Interval)(Jiasian-Cishan),甲仙站,Jiasian Station,旗山轉運站,Cishan Transportation,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1122,"1122",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH1122,"1122",JOY公車H21區間(甲仙站-旗山),Medical Shuttle Bus H21(Interval)(Jiasian-Cishan),甲仙站 － 旗山轉運站,,1,,,,,11,JOY公車H21區間(甲仙站-旗山),Medical Shuttle Bus H21(Interval)(Jiasian-Cishan),甲仙站,Jiasian Station,旗山轉運站,Cishan Transportation,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH114,"114",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH114,"114","205中華幹線","205 Jhonghua Main Line",加昌站－輕軌夢時代站,,0,,,,,11,"205中華幹線","205 Jhonghua Main Line",加昌站,Jiachang Station,輕軌夢時代站,LRT Dream Mall Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH114,"114",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH114,"114","205中華幹線","205 Jhonghua Main Line",加昌站－輕軌夢時代站,,1,,,,,11,"205中華幹線","205 Jhonghua Main Line",加昌站,Jiachang Station,輕軌夢時代站,LRT Dream Mall Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH115,"115",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH115,"115","205中華幹線區間車","205 Jhonghua Main Line(Interval)",加昌站－高雄火車站,,0,,,,,11,"205中華幹線區間車","205 Jhonghua Main Line(Interval)",加昌站,Jiachang Station,高雄火車站,Kaohsiung Main Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH115,"115",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH115,"115","205中華幹線區間車","205 Jhonghua Main Line(Interval)",加昌站－高雄火車站,,1,,,,,11,"205中華幹線區間車","205 Jhonghua Main Line(Interval)",加昌站,Jiachang Station,高雄火車站,Kaohsiung Main Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH116,"116",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH116,"116",紅9A旗津幹線,Red9A,前鎮站－旗津輪渡站,,0,,,,,11,紅9A旗津幹線,Red9A,前鎮站,Qian Zhen Station,旗津輪渡站,Cijin Ferry Pier,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH116,"116",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH116,"116",紅9A旗津幹線,Red9A,前鎮站－旗津輪渡站,,1,,,,,11,紅9A旗津幹線,Red9A,前鎮站,Qian Zhen Station,旗津輪渡站,Cijin Ferry Pier,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1161,"1161",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH1161,"1161",紅9B假日觀光公車(延駛旗津漁港),Red9B,旗津海水浴場－旗津海岸公園,,0,,,,,11,紅9B假日觀光公車(延駛旗津漁港),Red9B,旗津海水浴場,Cijin Seaside resort,旗津海岸公園,Museum of Marine Exploration Kaohsiung,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1162,"1162",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH1162,"1162",紅9C假日觀光公車,Red9C,旗津海水浴場－旗津海岸公園,,0,,,,,11,紅9C假日觀光公車,Red9C,旗津海水浴場,Ci Jin Sea Resort,旗津海岸公園,Ci Jin Coast Park,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH12,"12",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH12,"12","12A","12A",小港站－高雄火車站,,0,,,,,11,"12A","12A",小港站,Siaogang Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH12,"12",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH12,"12","12A","12A",小港站－高雄火車站,,1,,,,,11,"12A","12A",小港站,Siaogang Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH121,"121",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH121,"121","12C(延駛經大坪頂)","12C",小港站－高雄火車站,,0,,,,,11,"12C(延駛經大坪頂)","12C",小港站,Siaogang Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH121,"121",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH121,"121","12C(延駛經大坪頂)","12C",小港站－高雄火車站,,1,,,,,11,"12C(延駛經大坪頂)","12C",小港站,Siaogang Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH122,"122",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH122,"122","88建國幹線","88 Jianguo Main Line",鳳山轉運站(捷運大東站)－捷運鹽埕埔站,,0,,,,,11,"88建國幹線","88 Jianguo Main Line",鳳山轉運站(捷運大東站),Fongshan Transfer Station (MRT Dadong Station),捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH122,"122",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH122,"122","88建國幹線","88 Jianguo Main Line",鳳山轉運站(捷運大東站)－捷運鹽埕埔站,,1,,,,,11,"88建國幹線","88 Jianguo Main Line",鳳山轉運站(捷運大東站),Fongshan Transfer Station (MRT Dadong Station),捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1221,"1221",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH1221,"1221","88建國幹線延駛","88 Jianguo Main Line",埤頂派出所－捷運鹽埕埔站,,0,,,,,11,"88建國幹線延駛","88 Jianguo Main Line",埤頂派出所,Biding Police Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1221,"1221",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH1221,"1221","88建國幹線延駛","88 Jianguo Main Line",埤頂派出所－捷運鹽埕埔站,,1,,,,,11,"88建國幹線延駛","88 Jianguo Main Line",埤頂派出所,Biding Police Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH123,"123",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH123,"123","12B(去程不繞駛飛機路)","12B",小港站－高雄火車站,,0,,,,,11,"12B(去程不繞駛飛機路)","12B",小港站,Siaogang Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH123,"123",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH123,"123","12B(去程不繞駛飛機路)","12B",小港站－高雄火車站,,1,,,,,11,"12B(去程不繞駛飛機路)","12B",小港站,Siaogang Station,高雄火車站,Kaohsiung Train Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH131,"131",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH131,"131",JOY公車H31,Medical Shuttle Bus H31,多納－旗山轉運站,,0,,,,,11,JOY公車H31,Medical Shuttle Bus H31,多納,Duona,旗山轉運站,Cishan Transportation,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH131,"131",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH131,"131",JOY公車H31,Medical Shuttle Bus H31,多納－旗山轉運站,,1,,,,,11,JOY公車H31,Medical Shuttle Bus H31,多納,Duona,旗山轉運站,Cishan Transportation,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH132,"132",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH132,"132",JOY公車H11區間(六龜-寶來),Medical Shuttle Bus (Liouguei-Baolai),六龜－寶來,,0,,,,,11,JOY公車H11區間(六龜-寶來),Medical Shuttle Bus (Liouguei-Baolai),六龜新站,Liugui New Station,寶來,Baolai,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH132,"132",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH132,"132",JOY公車H11區間(六龜-寶來),Medical Shuttle Bus (Liouguei-Baolai),六龜－寶來,,1,,,,,11,JOY公車H11區間(六龜-寶來),Medical Shuttle Bus (Liouguei-Baolai),六龜新站,Liugui New Station,寶來,Baolai,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH133,"133",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH133,"133",JOY公車H11區間(六龜-梅山口),Medical Shuttle Bus (Liouguei-Meishan Kou,六龜－梅山口,,0,,,,,11,JOY公車H11區間(六龜-梅山口),Medical Shuttle Bus (Liouguei-Meishan Kou,六龜新站,Liugui New Station,梅山口,Meishan Kou,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH133,"133",1,"10320",高雄客運,"Kaohsiung Bus Co., Ltd.","009","009",KHH133,"133",JOY公車H11區間(六龜-梅山口),Medical Shuttle Bus (Liouguei-Meishan Kou,六龜－梅山口,,1,,,,,11,JOY公車H11區間(六龜-梅山口),Medical Shuttle Bus (Liouguei-Meishan Kou,六龜新站,Liugui New Station,梅山口,Meishan Kou,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1421,"1421",1,"10350",漢程客運,"Han-Cheng Bus Co., Ltd.","009","009",KHH1421,"1421","0南","0 South",金獅湖站－金獅湖站,,0,,,,,11,"0南","0 South",金獅湖站,Golden Lion Lake Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1421,"1421",1,"10350",漢程客運,"Han-Cheng Bus Co., Ltd.","009","009",KHH1421,"1421","0南","0 South",金獅湖站－金獅湖站,,1,,,,,11,"0南","0 South",金獅湖站,Golden Lion Lake Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1431,"1431",1,"10350",漢程客運,"Han-Cheng Bus Co., Ltd.","009","009",KHH1431,"1431","0北","0 North",金獅湖站－金獅湖站,,0,,,,,11,"0北","0 North",金獅湖站,Golden Lion Lake Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH1431,"1431",1,"10350",漢程客運,"Han-Cheng Bus Co., Ltd.","009","009",KHH1431,"1431","0北","0 North",金獅湖站－金獅湖站,,1,,,,,11,"0北","0 North",金獅湖站,Golden Lion Lake Station,捷運鹽埕埔站,MRT Yanchengpu Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15,"15",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH15,"15","15","15",前鎮站－前鎮高中,,0,,,,,11,"15","15",前鎮站,Chianjen Station,前鎮高中,Cianjhen Senior High School,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15,"15",1,"10360",港都客運,"Great-City-Life Bus Co., Ltd.","009","009",KHH15,"15","15","15",前鎮站－前鎮高中,,1,,,,,11,"15","15",前鎮站,Chianjen Station,前鎮高中,Cianjhen Senior High School,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15105,"15105",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15105,"15105",紅6公車式小黃,Red6,捷運草衙站(翠亨南路)－小港站,,0,,,,,11,紅6公車式小黃,Red6,捷運草衙站(翠亨南路),MRT Caoya Station (Cueiheng S. Rd.),小港站,Siaogang Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15105,"15105",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15105,"15105",紅6公車式小黃,Red6,捷運草衙站(翠亨南路)－小港站,,1,,,,,11,紅6公車式小黃,Red6,捷運草衙站(翠亨南路),MRT Caoya Station (Cueiheng S. Rd.),小港站,Siaogang Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15110,"15110",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15110,"15110",紅50公車式小黃,Red50,榮總側門-捷運生態園區站(博愛公園),,0,,,,,11,紅50公車式小黃,Red50,捷運生態園區站(博愛公園),MRT Ecological District Station (Boai Park),榮總側門,Side Entrance to Kaohsiung Veterans General Hospital,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15110,"15110",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15110,"15110",紅50公車式小黃,Red50,榮總側門-捷運生態園區站(博愛公園),,1,,,,,11,紅50公車式小黃,Red50,捷運生態園區站(博愛公園),MRT Ecological District Station (Boai Park),榮總側門,Side Entrance to Kaohsiung Veterans General Hospital,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15111,"15111",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15111,"15111",紅51A公車式小黃,Red51A,臺鐵新左營站－城峰路,,0,,,,,11,紅51A公車式小黃,Red51A,臺鐵新左營站,TRA New Zuoying Station,城峰路,Chengfong Rd.,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15111,"15111",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15111,"15111",紅51A公車式小黃,Red51A,臺鐵新左營站－城峰路,,1,,,,,11,紅51A公車式小黃,Red51A,臺鐵新左營站,TRA New Zuoying Station,城峰路,Chengfong Rd.,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15112,"15112",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15112,"15112",紅51B公車式小黃,Red51B,臺鐵新左營站－捷運生態園區,,0,,,,,11,紅51B公車式小黃,Red51B,臺鐵新左營站,TRA New Zuoying Station,捷運生態園區,MRT Ecological District Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15112,"15112",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15112,"15112",紅51B公車式小黃,Red51B,臺鐵新左營站－捷運生態園區,,1,,,,,11,紅51B公車式小黃,Red51B,臺鐵新左營站,TRA New Zuoying Station,捷運生態園區,MRT Ecological District Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15114,"15114",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15114,"15114","15公車式小黃","15",小港站－前鎮站,,0,,,,,11,"15公車式小黃","15",小港站,Siaogang Station,前鎮站,Chianjen Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15114,"15114",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15114,"15114","15公車式小黃","15",小港站－前鎮站,,1,,,,,11,"15公車式小黃","15",小港站,Siaogang Station,前鎮站,Chianjen Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15115,"15115",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15115,"15115","23(部分延駛文山高中)公車式小黃","23",高雄客運鳳山站(澄瀾砲台)－圓照寺,,0,,,,,11,"23(部分延駛文山高中)公車式小黃","23",高雄客運鳳山站(澄瀾砲台),KBus Fongshan Station (Chenglan Emplacement),圓照寺,Yuanjhao Temple,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15115,"15115",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15115,"15115","23(部分延駛文山高中)公車式小黃","23",高雄客運鳳山站(澄瀾砲台)－圓照寺,,1,,,,,11,"23(部分延駛文山高中)公車式小黃","23",高雄客運鳳山站(澄瀾砲台),KBus Fongshan Station (Chenglan Emplacement),圓照寺,Yuanjhao Temple,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15116,"15116",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15116,"15116","33","33",金獅湖－鹽埕埔站,,0,,,,,11,"33","33",金獅湖站,Golden Lion Lake Station,捷運鹽埕埔站(五福四路),MRT Yanchengpu Station (Wufu 4th Rd.),,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15116,"15116",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15116,"15116","33","33",金獅湖－鹽埕埔站,,1,,,,,11,"33","33",金獅湖站,Golden Lion Lake Station,捷運鹽埕埔站(五福四路),MRT Yanchengpu Station (Wufu 4th Rd.),,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15117,"15117",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15117,"15117","82公車式小黃","82",瑞豐站－三山國王廟,,0,,,,,11,"82公車式小黃","82",瑞豐站,Rueifong Station,歷史博物館,Yanchengpu,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15117,"15117",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15117,"15117","82公車式小黃","82",瑞豐站－三山國王廟,,1,,,,,11,"82公車式小黃","82",瑞豐站,Rueifong Station,歷史博物館,Yanchengpu,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15120,"15120",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15120,"15120",橘10B,Orange10B,臺鐵鳳山站-建軍站(往火車站),,0,,,,,11,橘10B,Orange10B,建軍站(往火車站),Jianjun Station (To TRA Fengshan Station),臺鐵鳳山站,TRA Fengshan Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15120,"15120",1,"20010",中華衛星大車隊,Ks Taxi,"009","009",KHH15120,"15120",橘10B,Orange10B,臺鐵鳳山站-建軍站(往火車站),,1,,,,,11,橘10B,Orange10B,建軍站(往火車站),Jianjun Station (To TRA Fengshan Station),臺鐵鳳山站,TRA Fengshan Station,,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15121,"15121",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15121,"15121",橘21A,Orange21A,和春技術學院(大發校區)－捷運大寮站,,0,,,,,11,橘21A,Orange21A,捷運大寮站,KMRT Daliao Station,和春技術學院(大發校區),Fortune Institute of Technology(Dafa Campus),,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
KHH15121,"15121",1,"20090",皇冠大車隊,Crown Taxi(Shuttle Taxi),"009","009",KHH15121,"15121",橘21A,Orange21A,和春技術學院(大發校區)－捷運大寮站,,1,,,,,11,橘21A,Orange21A,捷運大寮站,KMRT Daliao Station,和春技術學院(大發校區),Fortune Institute of Technology(Dafa Campus),,,,,,Kaohsiung,KHH,"2021-05-20 12:21:05","2021-05-21 16:25:26","2021-05-20 12:21:05","2021-05-20"
