id,SectionID,ArterialID,TimestampCol,DatetimeCol,TravelTime
16502976,036-020-037-020,S03,1630882800,"2021-09-06 07:00:00",191
16502977,033-020-034-020,S03,1630882800,"2021-09-06 07:00:00",86
16502978,035-020-036-020,S03,1630882800,"2021-09-06 07:00:00",53
16502979,034-020-035-020,S03,1630882800,"2021-09-06 07:00:00",22
16502980,037-020-038-020,S03,1630882800,"2021-09-06 07:00:00",49
16502981,039-020-040-020,S03,1630882800,"2021-09-06 07:00:00",8
16502982,038-020-039-020,S03,1630882800,"2021-09-06 07:00:00",13
16502983,042-020-043-020,S03,1630882800,"2021-09-06 07:00:00",22
16502984,041-020-042-020,S03,1630882800,"2021-09-06 07:00:00",8
16502985,040-020-041-020,S03,1630882800,"2021-09-06 07:00:00",9
16502986,043-020-044-020,S03,1630882800,"2021-09-06 07:00:00",19
16502987,016-020-049-020,S03,1630882800,"2021-09-06 07:00:00",23
16502988,045-020-046-020,S03,1630882800,"2021-09-06 07:00:00",11
16502989,044-020-045-020,S03,1630882800,"2021-09-06 07:00:00",42
16502990,046-020-047-020,S03,1630882800,"2021-09-06 07:00:00",35
16502991,047-020-016-020,S03,1630882800,"2021-09-06 07:00:00",20
16502992,049-020-050-020,S03,1630882800,"2021-09-06 07:00:00",14
16502993,067-060-066-060,S04,1630882800,"2021-09-06 07:00:00",39
16502994,060-060-059-060,S04,1630882800,"2021-09-06 07:00:00",12
16502995,058-060-057-060,S04,1630882800,"2021-09-06 07:00:00",35
16502996,062-060-061-060,S04,1630882800,"2021-09-06 07:00:00",28
16502997,064-060-063-060,S04,1630882800,"2021-09-06 07:00:00",64
16502998,066-060-065-060,S04,1630882800,"2021-09-06 07:00:00",43
16502999,061-060-060-060,S04,1630882800,"2021-09-06 07:00:00",15
16503000,063-060-062-060,S04,1630882800,"2021-09-06 07:00:00",25
16503001,059-060-058-060,S04,1630882800,"2021-09-06 07:00:00",33
16503002,065-060-064-060,S04,1630882800,"2021-09-06 07:00:00",44
16503003,057-060-056-060,S04,1630882800,"2021-09-06 07:00:00",30
16503004,053-060-052-060,S04,1630882800,"2021-09-06 07:00:00",24
16503005,053-020-054-020,S04,1630882800,"2021-09-06 07:00:00",23
16503006,052-060-051-060,S04,1630882800,"2021-09-06 07:00:00",53
16503007,055-060-054-060,S04,1630882800,"2021-09-06 07:00:00",34
16503008,051-020-052-020,S04,1630882800,"2021-09-06 07:00:00",22
16503009,056-060-792-060,S04,1630882800,"2021-09-06 07:00:00",18
16503010,054-060-053-060,S04,1630882800,"2021-09-06 07:00:00",16
16503011,792-060-055-060,S04,1630882800,"2021-09-06 07:00:00",7
16503012,052-020-053-020,S04,1630882800,"2021-09-06 07:00:00",17
16503013,054-020-055-020,S04,1630882800,"2021-09-06 07:00:00",24
16503014,055-020-792-020,S04,1630882800,"2021-09-06 07:00:00",9
16503015,792-020-056-020,S04,1630882800,"2021-09-06 07:00:00",43
16503016,056-020-057-020,S04,1630882800,"2021-09-06 07:00:00",19
16503017,060-020-061-020,S04,1630882800,"2021-09-06 07:00:00",23
16503018,061-020-062-020,S04,1630882800,"2021-09-06 07:00:00",29
16503019,062-020-063-020,S04,1630882800,"2021-09-06 07:00:00",58
16503020,059-020-060-020,S04,1630882800,"2021-09-06 07:00:00",9
16503021,057-020-058-020,S04,1630882800,"2021-09-06 07:00:00",52
16503022,058-020-059-020,S04,1630882800,"2021-09-06 07:00:00",20
16503023,063-020-064-020,S04,1630882800,"2021-09-06 07:00:00",33
16503024,064-020-065-020,S04,1630882800,"2021-09-06 07:00:00",17
16503025,065-020-066-020,S04,1630882800,"2021-09-06 07:00:00",24
16503026,104-060-103-060,S05,1630882800,"2021-09-06 07:00:00",29
16503027,108-060-107-060,S05,1630882800,"2021-09-06 07:00:00",34
16503028,102-060-101-060,S05,1630882800,"2021-09-06 07:00:00",52
16503029,103-060-102-060,S05,1630882800,"2021-09-06 07:00:00",29
16503030,106-060-105-060,S05,1630882800,"2021-09-06 07:00:00",12
16503031,066-020-067-020,S04,1630882800,"2021-09-06 07:00:00",47
16503032,107-060-106-060,S05,1630882800,"2021-09-06 07:00:00",59
16503033,105-060-104-060,S05,1630882800,"2021-09-06 07:00:00",30
16503034,101-060-794-060,S05,1630882800,"2021-09-06 07:00:00",18
16503035,794-060-100-060,S05,1630882800,"2021-09-06 07:00:00",13
16503036,100-060-099-060,S05,1630882800,"2021-09-06 07:00:00",15
16503037,099-060-098-060,S05,1630882800,"2021-09-06 07:00:00",20
16503038,093-060-092-060,S05,1630882800,"2021-09-06 07:00:00",24
16503039,094-060-093-060,S05,1630882800,"2021-09-06 07:00:00",17
16503040,097-060-096-060,S05,1630882800,"2021-09-06 07:00:00",26
16503041,098-060-097-060,S05,1630882800,"2021-09-06 07:00:00",21
16503042,095-060-094-060,S05,1630882800,"2021-09-06 07:00:00",11
16503043,096-060-095-060,S05,1630882800,"2021-09-06 07:00:00",92
16503044,092-060-091-060,S05,1630882800,"2021-09-06 07:00:00",56
16503045,091-060-090-060,S05,1630882800,"2021-09-06 07:00:00",56
16503046,090-060-089-060,S05,1630882800,"2021-09-06 07:00:00",24
16503047,089-060-088-060,S05,1630882800,"2021-09-06 07:00:00",10
16503048,087-060-793-060,S05,1630882800,"2021-09-06 07:00:00",15
16503049,088-060-087-060,S05,1630882800,"2021-09-06 07:00:00",27
16503050,083-060-082-060,S05,1630882800,"2021-09-06 07:00:00",14
16503051,086-060-085-060,S05,1630882800,"2021-09-06 07:00:00",50
16503052,085-060-084-060,S05,1630882800,"2021-09-06 07:00:00",18
16503053,793-060-086-060,S05,1630882800,"2021-09-06 07:00:00",18
16503054,084-060-083-060,S05,1630882800,"2021-09-06 07:00:00",27
16503055,082-060-081-060,S05,1630882800,"2021-09-06 07:00:00",14
16503056,081-060-080-060,S05,1630882800,"2021-09-06 07:00:00",12
16503057,080-060-079-060,S05,1630882800,"2021-09-06 07:00:00",16
16503058,079-060-078-060,S05,1630882800,"2021-09-06 07:00:00",26
16503059,077-060-076-060,S05,1630882800,"2021-09-06 07:00:00",23
16503060,078-060-077-060,S05,1630882800,"2021-09-06 07:00:00",14
16503061,076-060-075-060,S05,1630882800,"2021-09-06 07:00:00",15
16503062,073-060-072-060,S05,1630882800,"2021-09-06 07:00:00",11
16503063,075-060-074-060,S05,1630882800,"2021-09-06 07:00:00",29
16503064,074-060-073-060,S05,1630882800,"2021-09-06 07:00:00",19
16503065,071-060-070-060,S05,1630882800,"2021-09-06 07:00:00",18
16503066,072-060-071-060,S05,1630882800,"2021-09-06 07:00:00",18
16503067,069-060-068-060,S05,1630882800,"2021-09-06 07:00:00",26
16503068,070-060-069-060,S05,1630882800,"2021-09-06 07:00:00",20
16503069,069-020-070-020,S05,1630882800,"2021-09-06 07:00:00",13
16503070,073-020-074-020,S05,1630882800,"2021-09-06 07:00:00",36
16503071,071-020-072-020,S05,1630882800,"2021-09-06 07:00:00",22
16503072,070-020-071-020,S05,1630882800,"2021-09-06 07:00:00",32
16503073,072-020-073-020,S05,1630882800,"2021-09-06 07:00:00",29
16503074,068-020-069-020,S05,1630882800,"2021-09-06 07:00:00",56
16503075,074-020-075-020,S05,1630882800,"2021-09-06 07:00:00",25
16503076,075-020-076-020,S05,1630882800,"2021-09-06 07:00:00",31
16503077,076-020-077-020,S05,1630882800,"2021-09-06 07:00:00",13
16503078,077-020-078-020,S05,1630882800,"2021-09-06 07:00:00",14
16503079,083-020-084-020,S05,1630882800,"2021-09-06 07:00:00",15
16503080,081-020-082-020,S05,1630882800,"2021-09-06 07:00:00",13
16503081,078-020-079-020,S05,1630882800,"2021-09-06 07:00:00",19
16503082,082-020-083-020,S05,1630882800,"2021-09-06 07:00:00",32
16503083,079-020-080-020,S05,1630882800,"2021-09-06 07:00:00",11
16503084,084-020-085-020,S05,1630882800,"2021-09-06 07:00:00",25
16503085,080-020-081-020,S05,1630882800,"2021-09-06 07:00:00",14
16503086,085-020-086-020,S05,1630882800,"2021-09-06 07:00:00",34
16503087,793-020-087-020,S05,1630882800,"2021-09-06 07:00:00",28
16503088,086-020-793-020,S05,1630882800,"2021-09-06 07:00:00",15
16503089,087-020-088-020,S05,1630882800,"2021-09-06 07:00:00",20
16503090,088-020-089-020,S05,1630882800,"2021-09-06 07:00:00",10
16503091,093-020-094-020,S05,1630882800,"2021-09-06 07:00:00",15
16503092,094-020-095-020,S05,1630882800,"2021-09-06 07:00:00",19
16503093,091-020-092-020,S05,1630882800,"2021-09-06 07:00:00",62
16503094,092-020-093-020,S05,1630882800,"2021-09-06 07:00:00",35
16503095,089-020-090-020,S05,1630882800,"2021-09-06 07:00:00",49
16503096,090-020-091-020,S05,1630882800,"2021-09-06 07:00:00",29
16503097,096-020-097-020,S05,1630882800,"2021-09-06 07:00:00",31
16503098,095-020-096-020,S05,1630882800,"2021-09-06 07:00:00",103
16503099,097-020-098-020,S05,1630882800,"2021-09-06 07:00:00",33
16503100,794-020-101-020,S05,1630882800,"2021-09-06 07:00:00",38
16503101,102-020-103-020,S05,1630882800,"2021-09-06 07:00:00",24
16503102,098-020-099-020,S05,1630882800,"2021-09-06 07:00:00",21
16503103,101-020-102-020,S05,1630882800,"2021-09-06 07:00:00",31
16503104,103-020-104-020,S05,1630882800,"2021-09-06 07:00:00",27
16503105,100-020-794-020,S05,1630882800,"2021-09-06 07:00:00",13
16503106,099-020-100-020,S05,1630882800,"2021-09-06 07:00:00",22
16503107,105-020-106-020,S05,1630882800,"2021-09-06 07:00:00",10
16503108,104-020-105-020,S05,1630882800,"2021-09-06 07:00:00",34
16503109,106-020-107-020,S05,1630882800,"2021-09-06 07:00:00",65
16503110,140-060-139-060,S06,1630882800,"2021-09-06 07:00:00",49
16503111,107-020-108-020,S05,1630882800,"2021-09-06 07:00:00",44
16503112,144-060-143-060,S06,1630882800,"2021-09-06 07:00:00",11
16503113,139-060-138-060,S06,1630882800,"2021-09-06 07:00:00",20
16503114,143-060-797-060,S06,1630882800,"2021-09-06 07:00:00",17
16503115,797-060-142-060,S06,1630882800,"2021-09-06 07:00:00",20
16503116,142-060-141-060,S06,1630882800,"2021-09-06 07:00:00",14
16503117,141-060-140-060,S06,1630882800,"2021-09-06 07:00:00",37
16503118,138-060-137-060,S06,1630882800,"2021-09-06 07:00:00",28
16503119,137-060-136-060,S06,1630882800,"2021-09-06 07:00:00",14
16503120,134-060-133-060,S06,1630882800,"2021-09-06 07:00:00",27
16503121,136-060-135-060,S06,1630882800,"2021-09-06 07:00:00",32
16503122,133-060-132-060,S06,1630882800,"2021-09-06 07:00:00",19
16503123,135-060-134-060,S06,1630882800,"2021-09-06 07:00:00",15
16503124,132-060-796-060,S06,1630882800,"2021-09-06 07:00:00",29
16503125,129-060-128-060,S06,1630882800,"2021-09-06 07:00:00",18
16503126,796-060-131-060,S06,1630882800,"2021-09-06 07:00:00",52
16503127,130-060-129-060,S06,1630882800,"2021-09-06 07:00:00",40
16503128,131-060-130-060,S06,1630882800,"2021-09-06 07:00:00",37
16503129,128-060-127-060,S06,1630882800,"2021-09-06 07:00:00",12
16503130,124-060-123-060,S06,1630882800,"2021-09-06 07:00:00",38
16503131,119-060-118-060,S06,1630882800,"2021-09-06 07:00:00",36
16503132,120-060-119-060,S06,1630882800,"2021-09-06 07:00:00",52
16503133,127-060-126-060,S06,1630882800,"2021-09-06 07:00:00",17
16503134,125-060-124-060,S06,1630882800,"2021-09-06 07:00:00",51
16503135,123-060-122-060,S06,1630882800,"2021-09-06 07:00:00",20
16503136,121-060-120-060,S06,1630882800,"2021-09-06 07:00:00",31
16503137,126-060-125-060,S06,1630882800,"2021-09-06 07:00:00",29
16503138,122-060-121-060,S06,1630882800,"2021-09-06 07:00:00",31
16503139,118-060-117-060,S06,1630882800,"2021-09-06 07:00:00",18
16503140,111-060-110-060,S06,1630882800,"2021-09-06 07:00:00",15
16503141,113-060-112-060,S06,1630882800,"2021-09-06 07:00:00",30
16503142,112-060-795-060,S06,1630882800,"2021-09-06 07:00:00",16
16503143,110-060-109-060,S06,1630882800,"2021-09-06 07:00:00",17
16503144,115-060-114-060,S06,1630882800,"2021-09-06 07:00:00",14
16503145,795-060-111-060,S06,1630882800,"2021-09-06 07:00:00",11
16503146,117-060-116-060,S06,1630882800,"2021-09-06 07:00:00",18
16503147,116-060-115-060,S06,1630882800,"2021-09-06 07:00:00",11
16503148,114-060-113-060,S06,1630882800,"2021-09-06 07:00:00",21
16503149,109-020-110-020,S06,1630882800,"2021-09-06 07:00:00",13
16503150,111-020-795-020,S06,1630882800,"2021-09-06 07:00:00",16
16503151,113-020-114-020,S06,1630882800,"2021-09-06 07:00:00",16
16503152,110-020-111-020,S06,1630882800,"2021-09-06 07:00:00",12
16503153,795-020-112-020,S06,1630882800,"2021-09-06 07:00:00",12
16503154,112-020-113-020,S06,1630882800,"2021-09-06 07:00:00",30
16503155,114-020-115-020,S06,1630882800,"2021-09-06 07:00:00",15
16503156,117-020-118-020,S06,1630882800,"2021-09-06 07:00:00",15
16503157,116-020-117-020,S06,1630882800,"2021-09-06 07:00:00",10
16503158,118-020-119-020,S06,1630882800,"2021-09-06 07:00:00",33
16503159,115-020-116-020,S06,1630882800,"2021-09-06 07:00:00",34
16503160,128-020-129-020,S06,1630882800,"2021-09-06 07:00:00",31
16503161,119-020-120-020,S06,1630882800,"2021-09-06 07:00:00",39
16503162,127-020-128-020,S06,1630882800,"2021-09-06 07:00:00",19
16503163,120-020-121-020,S06,1630882800,"2021-09-06 07:00:00",64
16503164,125-020-126-020,S06,1630882800,"2021-09-06 07:00:00",16
16503165,126-020-127-020,S06,1630882800,"2021-09-06 07:00:00",11
16503166,123-020-124-020,S06,1630882800,"2021-09-06 07:00:00",59
16503167,122-020-123-020,S06,1630882800,"2021-09-06 07:00:00",13
16503168,124-020-125-020,S06,1630882800,"2021-09-06 07:00:00",59
16503169,121-020-122-020,S06,1630882800,"2021-09-06 07:00:00",13
16503170,134-020-135-020,S06,1630882800,"2021-09-06 07:00:00",22
16503171,132-020-133-020,S06,1630882800,"2021-09-06 07:00:00",11
16503172,137-020-138-020,S06,1630882800,"2021-09-06 07:00:00",24
16503173,135-020-136-020,S06,1630882800,"2021-09-06 07:00:00",20
16503174,133-020-134-020,S06,1630882800,"2021-09-06 07:00:00",21
16503175,129-020-130-020,S06,1630882800,"2021-09-06 07:00:00",20
16503176,796-020-132-020,S06,1630882800,"2021-09-06 07:00:00",18
16503177,131-020-796-020,S06,1630882800,"2021-09-06 07:00:00",13
16503178,136-020-137-020,S06,1630882800,"2021-09-06 07:00:00",14
16503179,130-020-131-020,S06,1630882800,"2021-09-06 07:00:00",35
16503180,139-020-140-020,S06,1630882800,"2021-09-06 07:00:00",51
16503181,138-020-139-020,S06,1630882800,"2021-09-06 07:00:00",16
16503182,797-020-143-020,S06,1630882800,"2021-09-06 07:00:00",22
16503183,175-060-174-060,S07,1630882800,"2021-09-06 07:00:00",46
16503184,142-020-797-020,S06,1630882800,"2021-09-06 07:00:00",22
16503185,174-060-173-060,S07,1630882800,"2021-09-06 07:00:00",11
16503186,143-020-144-020,S06,1630882800,"2021-09-06 07:00:00",16
16503187,141-020-142-020,S06,1630882800,"2021-09-06 07:00:00",13
16503188,140-020-141-020,S06,1630882800,"2021-09-06 07:00:00",33
16503189,176-060-175-060,S07,1630882800,"2021-09-06 07:00:00",36
16503190,172-060-171-060,S07,1630882800,"2021-09-06 07:00:00",30
16503191,173-060-172-060,S07,1630882800,"2021-09-06 07:00:00",25
16503192,171-060-170-060,S07,1630882800,"2021-09-06 07:00:00",17
16503193,170-060-169-060,S07,1630882800,"2021-09-06 07:00:00",38
16503194,168-060-167-060,S07,1630882800,"2021-09-06 07:00:00",24
16503195,169-060-168-060,S07,1630882800,"2021-09-06 07:00:00",25
16503196,167-060-166-060,S07,1630882800,"2021-09-06 07:00:00",41
16503197,165-060-164-060,S07,1630882800,"2021-09-06 07:00:00",19
16503198,164-060-163-060,S07,1630882800,"2021-09-06 07:00:00",18
16503199,166-060-165-060,S07,1630882800,"2021-09-06 07:00:00",49
16503200,163-060-162-060,S07,1630882800,"2021-09-06 07:00:00",68
16503201,162-060-161-060,S07,1630882800,"2021-09-06 07:00:00",15
16503202,161-060-160-060,S07,1630882800,"2021-09-06 07:00:00",17
16503203,160-060-159-060,S07,1630882800,"2021-09-06 07:00:00",16
16503204,159-060-158-060,S07,1630882800,"2021-09-06 07:00:00",13
16503205,157-060-156-060,S07,1630882800,"2021-09-06 07:00:00",25
16503206,154-060-153-060,S07,1630882800,"2021-09-06 07:00:00",19
16503207,156-060-155-060,S07,1630882800,"2021-09-06 07:00:00",34
16503208,158-060-157-060,S07,1630882800,"2021-09-06 07:00:00",29
16503209,155-060-154-060,S07,1630882800,"2021-09-06 07:00:00",24
16503210,153-060-152-060,S07,1630882800,"2021-09-06 07:00:00",25
16503211,152-060-151-060,S07,1630882800,"2021-09-06 07:00:00",23
16503212,150-060-149-060,S07,1630882800,"2021-09-06 07:00:00",96
16503213,151-060-798-060,S07,1630882800,"2021-09-06 07:00:00",39
16503214,798-060-150-060,S07,1630882800,"2021-09-06 07:00:00",56
16503215,145-020-146-020,S07,1630882800,"2021-09-06 07:00:00",23
16503216,146-020-147-020,S07,1630882800,"2021-09-06 07:00:00",42
16503217,147-060-146-060,S07,1630882800,"2021-09-06 07:00:00",38
16503218,148-060-147-060,S07,1630882800,"2021-09-06 07:00:00",44
16503219,147-020-148-020,S07,1630882800,"2021-09-06 07:00:00",24
16503220,149-060-148-060,S07,1630882800,"2021-09-06 07:00:00",11
16503221,146-060-145-060,S07,1630882800,"2021-09-06 07:00:00",18
16503222,150-020-798-020,S07,1630882800,"2021-09-06 07:00:00",13
16503223,148-020-149-020,S07,1630882800,"2021-09-06 07:00:00",15
16503224,149-020-150-020,S07,1630882800,"2021-09-06 07:00:00",106
16503225,155-020-156-020,S07,1630882800,"2021-09-06 07:00:00",32
16503226,154-020-155-020,S07,1630882800,"2021-09-06 07:00:00",32
16503227,151-020-152-020,S07,1630882800,"2021-09-06 07:00:00",28
16503228,153-020-154-020,S07,1630882800,"2021-09-06 07:00:00",16
16503229,798-020-151-020,S07,1630882800,"2021-09-06 07:00:00",26
16503230,156-020-157-020,S07,1630882800,"2021-09-06 07:00:00",24
16503231,152-020-153-020,S07,1630882800,"2021-09-06 07:00:00",16
16503232,157-020-158-020,S07,1630882800,"2021-09-06 07:00:00",18
16503233,158-020-159-020,S07,1630882800,"2021-09-06 07:00:00",14
16503234,159-020-160-020,S07,1630882800,"2021-09-06 07:00:00",19
16503235,160-020-161-020,S07,1630882800,"2021-09-06 07:00:00",16
16503236,166-020-167-020,S07,1630882800,"2021-09-06 07:00:00",36
16503237,162-020-163-020,S07,1630882800,"2021-09-06 07:00:00",36
16503238,165-020-166-020,S07,1630882800,"2021-09-06 07:00:00",54
16503239,164-020-165-020,S07,1630882800,"2021-09-06 07:00:00",28
16503240,161-020-162-020,S07,1630882800,"2021-09-06 07:00:00",37
16503241,163-020-164-020,S07,1630882800,"2021-09-06 07:00:00",17
16503242,167-020-168-020,S07,1630882800,"2021-09-06 07:00:00",33
16503243,168-020-169-020,S07,1630882800,"2021-09-06 07:00:00",56
16503244,244-060-243-060,S08,1630882800,"2021-09-06 07:00:00",32
16503245,170-020-171-020,S07,1630882800,"2021-09-06 07:00:00",17
16503246,169-020-170-020,S07,1630882800,"2021-09-06 07:00:00",14
16503247,173-020-174-020,S07,1630882800,"2021-09-06 07:00:00",11
16503248,174-020-175-020,S07,1630882800,"2021-09-06 07:00:00",24
16503249,171-020-172-020,S07,1630882800,"2021-09-06 07:00:00",33
16503250,172-020-173-020,S07,1630882800,"2021-09-06 07:00:00",29
16503251,175-020-176-020,S07,1630882800,"2021-09-06 07:00:00",45
16503252,243-060-242-060,S08,1630882800,"2021-09-06 07:00:00",40
16503253,242-060-241-060,S08,1630882800,"2021-09-06 07:00:00",18
16503254,241-060-240-060,S08,1630882800,"2021-09-06 07:00:00",26
16503255,238-060-237-060,S08,1630882800,"2021-09-06 07:00:00",19
16503256,236-060-235-060,S08,1630882800,"2021-09-06 07:00:00",27
16503257,808-060-236-060,S08,1630882800,"2021-09-06 07:00:00",13
16503258,239-060-238-060,S08,1630882800,"2021-09-06 07:00:00",6
16503259,237-060-808-060,S08,1630882800,"2021-09-06 07:00:00",16
16503260,807-060-234-060,S08,1630882800,"2021-09-06 07:00:00",22
16503261,240-060-239-060,S08,1630882800,"2021-09-06 07:00:00",11
16503262,235-060-807-060,S08,1630882800,"2021-09-06 07:00:00",15
16503263,234-060-233-060,S08,1630882800,"2021-09-06 07:00:00",7
16503264,233-060-232-060,S08,1630882800,"2021-09-06 07:00:00",32
16503265,232-060-231-060,S08,1630882800,"2021-09-06 07:00:00",24
16503266,228-060-227-060,S08,1630882800,"2021-09-06 07:00:00",7
16503267,231-060-230-060,S08,1630882800,"2021-09-06 07:00:00",66
16503268,229-060-228-060,S08,1630882800,"2021-09-06 07:00:00",16
16503269,230-060-229-060,S08,1630882800,"2021-09-06 07:00:00",25
16503270,226-060-225-060,S08,1630882800,"2021-09-06 07:00:00",15
16503271,227-060-226-060,S08,1630882800,"2021-09-06 07:00:00",24
16503272,225-060-224-060,S08,1630882800,"2021-09-06 07:00:00",21
16503273,224-060-223-060,S08,1630882800,"2021-09-06 07:00:00",21
16503274,223-060-222-050,S08,1630882800,"2021-09-06 07:00:00",94
