"id","name","v_type","volumn","h0","h1","h2","h3","h4","h5","h6","h7","h8","h9","h10","h11","h12","h13","h14","h15","h16","h17","h18","h19","h20","h21","h22","h23","src_time","update_time","leftspace"
AD3,高雄忠孝,1,568,12,7,5,6,9,13,18,26,38,57,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,61
AD5,自強停車場,1,305,26,26,28,28,27,29,28,34,38,40,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,42
AD6,小港(立體),1,219,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
AD7,四維(立體),1,819,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
AD8,高雄凱旋醫院地下停車場,1,559,30,29,28,29,31,34,45,56,70,93,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,100
AD9,財稅大樓,1,131,61,61,61,61,60,60,63,64,66,70,69,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,69
B14,興化,1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B46b,南連段963,1,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B46c,德宜段,1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B49,彌陀公園,1,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B54,瑞昌,1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B55,復興二路,1,100,48,50,49,50,49,48,43,45,47,47,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,46
B58,民族一路,1,110,38,38,37,37,36,36,36,39,37,34,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,34
B59,忠孝一路,1,40,14,15,17,17,15,15,14,17,20,18,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,17
B7,旗津漁港,1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B72,狗氳氤段,1,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C05,正憲,1,52,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C07,建國路,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
c08,甲仙,1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停3455,水京棧國際酒店股份有限公司停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B3a,林投機車,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B3b,成功機車,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B4,厚泰,1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B43,忠誠,1,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
B46a,如意公園,1,247,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C09,港興社區,1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C38,果貿市場,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C40,高雄正德停車場,1,25,20,20,20,20,20,20,20,20,20,20,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,20
C45,高楠公路,1,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
c46,五甲,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C47,樂仁,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C49,成功二路,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
c5,長壽路,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
c50,長壽路,1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C92,二聖,1,120,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
C96,龍江公園,1,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
D56,五甲停三機車,1,91,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
K01,正興國小停車場,1,25,12,12,12,12,12,12,12,12,11,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,10
K02,高雄高工停車場,1,53,23,23,23,24,24,24,24,23,24,25,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,26
K03,鼎金國中停車場,1,54,53,53,53,53,53,53,53,53,53,53,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,53
K04,新上國小停車場,1,62,7,7,7,7,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,7
K05,龍華國中停車場,1,51,51,51,51,51,51,51,51,50,45,41,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,40
K06,龍華國小停車場,1,61,60,60,60,60,60,60,60,60,60,60,60,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,60
park0016,左營哈囉市場,1,166,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
park0017,華泰,1,32,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
park0019,沱江,1,78,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z03a,大愛ABC區,1,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z04ab,日光小林社區(五里埔第2基地第1及第2停車場),1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z05,烏樹林,1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z07a,甲仙停二,1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z07b,甲山大愛,1,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z08a,雙峰公園,1,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
Z08b,泰安,1,61,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
ZZ1,阿公店水庫管理中心,1,113,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
ZZ2,阿公店森林公園,1,79,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
ZZ3,小港轉運站自行車立體停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停0066,英明停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停0292,財團法人天主教聖功醫院附設地下室停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停0584,國賓大飯店停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停0626,永昇國際企業股份有限公司民權停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1184,商店街第一停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1208,南台灣停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1224,順安停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1475,御盟建國停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1496,蔡良榮停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1526,俊傑C停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1587,英德街停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1597,俊傑B停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1602,蘭卡威停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1618,Times高雄旺曜商場停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1629,高興昌第二停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1658,成銓停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1677,三民停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1686,農十六裕誠停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1726,柏仁停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1729,高雄展覽館股份有限公司停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1740,景宏停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1754,連發停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1758,孔鳳停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1768,鳳老大停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1822,亮勳企業有限公司亮勳大順收費停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1829,佳園停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1836,李秀蘭停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1838,寶安停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1839,信府停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1856,新富國停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1870,民族停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1872,"219巷停車場",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1875,八棓停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1886,顏彰逸公共停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1895,重愛停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1897,文雄停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1923,澄清湖青年活動中心停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1938,慈德停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1968,"219巷東停車場",1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停1992,彩虹城堡公共停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2011,富民停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2017,桂江停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2041,國立高雄大學停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2069,高富停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2075,義大醫療財團法人附屬停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2076,美術南三停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2078,高雄市鳳山區公所附屬停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2085,右昌三甲福德祠停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2110,高雄大型車輛停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2119,東八街停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2123,義大醫療財團法人附屬機車停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2125,大順停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2135,龍成月租型停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2138,光洲企業大樓停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2144,老爺停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2219,美明停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2227,景新明華路停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2228,長興材料工業股份有限公司停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2258,信府高鐵停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2293,春森停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2301,民權民生停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2326,金獅湖北區停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
停2331,高雄市鼓山區內惟國民小學停車場,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2021-10-10 10:06:00,2021-10-10 10:07:01,-1
